Date,t-5,t-4,t-3,t-2,t-1,t,movement
2015-12-29,104.68,2387425778.64,4087621342.25,6619990934.72,5415317275.265,96.949,0
2015-12-30,103.32,4087621342.25,6619990934.72,5415317275.265,6771760452.912,92.857,0
2015-12-31,101.35,6619990934.72,5415317275.265,6771760452.912,7389994166.475,93.349,1
2016-01-04,101.44,5415317275.265,6771760452.912,7389994166.475,6745712766.036,94.86,1
2016-01-05,98.885,6771760452.912,7389994166.475,6745712766.036,4900817823.12,96.238,1
2016-01-06,96.949,7389994166.475,6745712766.036,4900817823.12,4695341923.728,93.762,0
2016-01-07,92.857,6745712766.036,4900817823.12,4695341923.728,5966364753.198,95.814,1
2016-01-08,93.349,4900817823.12,4695341923.728,5966364753.198,6136651572.443999,93.512,0
2016-01-11,94.86,4695341923.728,5966364753.198,6136651572.443999,7606995006.04,93.059,0
2016-01-12,96.238,5966364753.198,6136651572.443999,7606995006.04,5131417594.509,93.184,1
2016-01-13,93.762,6136651572.443999,7606995006.04,5131417594.509,6740201022.464,92.712,0
2016-01-14,95.814,7606995006.04,5131417594.509,6740201022.464,4482050200.176001,97.641,1
2016-01-15,93.512,5131417594.509,6740201022.464,4482050200.176001,6521137945.362,95.736,0
2016-01-19,93.059,6740201022.464,4482050200.176001,6521137945.362,4935445744.968,96.266,1
2016-01-20,93.184,4482050200.176001,6521137945.362,4935445744.968,6059678909.574,89.941,0
2016-01-21,92.712,6521137945.362,4935445744.968,6059678909.574,12248494833.883,90.585,1
2016-01-22,97.641,4935445744.968,6059678909.574,12248494833.883,5183443275.12,93.715,1
2016-01-25,95.736,6059678909.574,12248494833.883,5183443275.12,5997935528.195001,92.839,0
2016-01-26,96.266,12248494833.883,5183443275.12,5997935528.195001,3708411520.416,90.961,0
2016-01-27,89.941,5183443275.12,5997935528.195001,3708411520.416,3338707950.669,92.761,1
2016-01-28,90.585,5997935528.195001,3708411520.416,3338707950.669,4282691421.2949996,93.506,1
2016-01-29,93.715,3708411520.416,3338707950.669,4282691421.2949996,4388483996.876,91.009,0
2016-02-01,92.839,3338707950.669,4282691421.2949996,4388483996.876,4057837849.935,91.968,1
2016-02-02,90.961,4282691421.2949996,4388483996.876,4057837849.935,5008795795.968,91.948,0
2016-02-03,92.761,4388483996.876,4057837849.935,5008795795.968,3986711359.048,91.252,0
2016-02-04,93.506,4057837849.935,5008795795.968,3986711359.048,3879465080.008,90.7,0
2016-02-05,91.009,5008795795.968,3986711359.048,3879465080.008,4306058869.400001,90.98,1
2016-02-08,91.968,3986711359.048,3879465080.008,4306058869.400001,3693600854.1400003,93.545,1
2016-02-09,91.948,3879465080.008,4306058869.400001,3693600854.1400003,4394647842.195,94.979,1
2016-02-10,91.252,4306058869.400001,3693600854.1400003,4394647842.195,4160045342.707,93.177,0
